Metadata_Compound_Source,Metadata_JCP2022
source_1,JCP2022_010387
source_1,JCP2022_010390
source_1,JCP2022_010392
source_1,JCP2022_010404
source_1,JCP2022_010421
source_1,JCP2022_010433
source_1,JCP2022_010434
source_1,JCP2022_010437
source_1,JCP2022_010455
source_1,JCP2022_010467
source_1,JCP2022_010477
source_1,JCP2022_010491
source_1,JCP2022_010498
source_1,JCP2022_010506
source_1,JCP2022_010531
source_1,JCP2022_010544
source_1,JCP2022_010547
source_1,JCP2022_010556
source_1,JCP2022_010561
source_1,JCP2022_010578
source_1,JCP2022_010579
source_1,JCP2022_010587
source_1,JCP2022_010594
source_1,JCP2022_010595
source_1,JCP2022_010634
source_1,JCP2022_010636
source_1,JCP2022_010640
source_1,JCP2022_010650
source_1,JCP2022_010663
source_1,JCP2022_010667
source_1,JCP2022_010676
source_1,JCP2022_010687
source_1,JCP2022_010688
source_1,JCP2022_010732
source_1,JCP2022_010738
source_1,JCP2022_010750
source_1,JCP2022_010754
source_1,JCP2022_010772
source_1,JCP2022_010784
source_1,JCP2022_010788
source_1,JCP2022_010796
source_1,JCP2022_010815
source_1,JCP2022_010816
source_1,JCP2022_010820
source_1,JCP2022_010825
source_1,JCP2022_010829
source_1,JCP2022_010849
source_1,JCP2022_010875
source_1,JCP2022_010910
source_1,JCP2022_010911
source_1,JCP2022_010914
source_1,JCP2022_010916
source_1,JCP2022_010921
source_1,JCP2022_010927
source_1,JCP2022_010933
source_1,JCP2022_010945
source_1,JCP2022_010948
source_1,JCP2022_010949
source_1,JCP2022_010951
source_1,JCP2022_010960
source_1,JCP2022_010982
source_1,JCP2022_010986
source_1,JCP2022_010991
source_1,JCP2022_011003
source_1,JCP2022_011027
source_1,JCP2022_011035
source_1,JCP2022_011038
source_1,JCP2022_011044
source_1,JCP2022_011050
source_1,JCP2022_011051
source_1,JCP2022_011056
source_1,JCP2022_011059
source_1,JCP2022_011075
source_1,JCP2022_011084
source_1,JCP2022_011088
source_1,JCP2022_011090
source_1,JCP2022_011093
source_1,JCP2022_011104
source_1,JCP2022_011113
source_1,JCP2022_011115
source_1,JCP2022_011119
source_1,JCP2022_011137
source_1,JCP2022_011139
source_1,JCP2022_011140
source_1,JCP2022_011150
source_1,JCP2022_011156
source_1,JCP2022_011160
source_1,JCP2022_011183
source_1,JCP2022_011192
source_1,JCP2022_011226
source_1,JCP2022_011235
source_1,JCP2022_011242
source_1,JCP2022_011261
source_1,JCP2022_011287
source_1,JCP2022_011295
source_1,JCP2022_011299
source_1,JCP2022_011302
source_1,JCP2022_011323
source_1,JCP2022_011341
source_1,JCP2022_011357
source_1,JCP2022_011359
source_1,JCP2022_011360
source_1,JCP2022_011361
source_1,JCP2022_011362
source_1,JCP2022_011369
source_1,JCP2022_011370
source_1,JCP2022_011391
source_1,JCP2022_011392
source_1,JCP2022_011396
source_1,JCP2022_011397
source_1,JCP2022_011400
source_1,JCP2022_011402
source_1,JCP2022_011405
source_1,JCP2022_011413
source_1,JCP2022_011428
source_1,JCP2022_011431
source_1,JCP2022_011434
source_1,JCP2022_011446
source_1,JCP2022_011455
source_1,JCP2022_011472
source_1,JCP2022_011477
source_1,JCP2022_011488
source_1,JCP2022_011501
source_1,JCP2022_011502
source_1,JCP2022_011519
source_1,JCP2022_011523
source_1,JCP2022_011531
source_1,JCP2022_011537
source_1,JCP2022_011547
source_1,JCP2022_011562
source_1,JCP2022_011566
source_1,JCP2022_011586
source_1,JCP2022_011598
source_1,JCP2022_011602
source_1,JCP2022_011607
source_1,JCP2022_011609
source_1,JCP2022_011612
source_1,JCP2022_011623
source_1,JCP2022_011632
source_1,JCP2022_011635
source_1,JCP2022_011645
source_1,JCP2022_011656
source_1,JCP2022_011661
source_1,JCP2022_011667
source_1,JCP2022_011709
source_1,JCP2022_011711
source_1,JCP2022_011723
source_1,JCP2022_011728
source_1,JCP2022_011764
source_1,JCP2022_011781
source_1,JCP2022_011787
source_1,JCP2022_011791
source_1,JCP2022_011793
source_1,JCP2022_011794
source_1,JCP2022_011797
source_1,JCP2022_011804
source_1,JCP2022_011809
source_1,JCP2022_011826
source_1,JCP2022_011830
source_1,JCP2022_011831
source_1,JCP2022_011834
source_1,JCP2022_011835
source_1,JCP2022_011837
source_1,JCP2022_011848
source_1,JCP2022_011850
source_1,JCP2022_011865
source_1,JCP2022_011868
source_1,JCP2022_011886
source_1,JCP2022_011893
source_1,JCP2022_011895
source_1,JCP2022_011902
source_1,JCP2022_011906
source_1,JCP2022_011908
source_1,JCP2022_011910
source_1,JCP2022_011914
source_1,JCP2022_011922
source_1,JCP2022_011924
source_1,JCP2022_011937
source_1,JCP2022_011945
source_1,JCP2022_011961
source_1,JCP2022_011978
source_1,JCP2022_011989
source_1,JCP2022_011997
source_1,JCP2022_012004
source_1,JCP2022_012012
source_1,JCP2022_012023
source_1,JCP2022_012027
source_1,JCP2022_012034
source_1,JCP2022_012041
source_1,JCP2022_012045
source_1,JCP2022_012046
source_1,JCP2022_012057
source_1,JCP2022_012065
source_1,JCP2022_012088
source_1,JCP2022_012120
source_1,JCP2022_012128
source_1,JCP2022_012158
source_1,JCP2022_012160
source_1,JCP2022_012167
source_1,JCP2022_012187
source_1,JCP2022_012204
source_1,JCP2022_012207
source_1,JCP2022_012213
source_1,JCP2022_012216
source_1,JCP2022_012217
source_1,JCP2022_012221
source_1,JCP2022_012230
source_1,JCP2022_012235
source_1,JCP2022_012237
source_1,JCP2022_012279
source_1,JCP2022_012295
source_1,JCP2022_012312
source_1,JCP2022_012318
source_1,JCP2022_012320
source_1,JCP2022_012335
source_1,JCP2022_012337
source_1,JCP2022_012349
source_1,JCP2022_012361
source_1,JCP2022_012377
source_1,JCP2022_012379
source_1,JCP2022_012382
source_1,JCP2022_012383
source_1,JCP2022_012400
source_1,JCP2022_012402
source_1,JCP2022_012425
source_1,JCP2022_012427
source_1,JCP2022_012442
source_1,JCP2022_012453
source_1,JCP2022_012456
source_1,JCP2022_012463
source_1,JCP2022_012470
source_1,JCP2022_012475
source_1,JCP2022_012476
source_1,JCP2022_012484
source_1,JCP2022_012486
source_1,JCP2022_012503
source_1,JCP2022_012517
source_1,JCP2022_012519
source_1,JCP2022_012528
source_1,JCP2022_012531
source_1,JCP2022_012536
source_1,JCP2022_012538
source_1,JCP2022_012539
source_1,JCP2022_012559
source_1,JCP2022_012563
source_1,JCP2022_012567
source_1,JCP2022_012568
source_1,JCP2022_012574
source_1,JCP2022_012579
source_1,JCP2022_012586
source_1,JCP2022_012596
source_1,JCP2022_012603
source_1,JCP2022_012617
source_1,JCP2022_012627
source_1,JCP2022_012629
source_1,JCP2022_012684
source_1,JCP2022_012698
source_1,JCP2022_012723
source_1,JCP2022_012729
source_1,JCP2022_012745
source_1,JCP2022_012759
source_1,JCP2022_012780
source_1,JCP2022_012784
source_1,JCP2022_012811
source_1,JCP2022_012820
source_1,JCP2022_012825
source_1,JCP2022_012828
source_1,JCP2022_012832
source_1,JCP2022_012836
source_1,JCP2022_012839
source_1,JCP2022_012854
source_1,JCP2022_012858
source_1,JCP2022_012860
source_1,JCP2022_012862
source_1,JCP2022_012885
source_1,JCP2022_012886
source_1,JCP2022_012888
source_1,JCP2022_012903
source_1,JCP2022_012908
source_1,JCP2022_012911
source_1,JCP2022_012921
source_1,JCP2022_012925
source_1,JCP2022_012935
source_1,JCP2022_012947
source_1,JCP2022_012952
source_1,JCP2022_012965
source_1,JCP2022_012972
source_1,JCP2022_012976
source_1,JCP2022_012981
source_1,JCP2022_013001
source_1,JCP2022_013009
source_1,JCP2022_013035
source_1,JCP2022_013040
source_1,JCP2022_013044
source_1,JCP2022_013048
source_1,JCP2022_013049
source_1,JCP2022_013061
source_1,JCP2022_013078
source_1,JCP2022_013082
source_1,JCP2022_013089
source_1,JCP2022_013090
source_1,JCP2022_013091
source_1,JCP2022_013100
source_1,JCP2022_013105
source_1,JCP2022_013121
source_1,JCP2022_013122
source_1,JCP2022_013150
source_1,JCP2022_013154
source_1,JCP2022_013156
source_1,JCP2022_013158
source_1,JCP2022_013165
source_1,JCP2022_013200
source_1,JCP2022_013213
source_1,JCP2022_013215
source_1,JCP2022_013216
source_1,JCP2022_013226
source_1,JCP2022_013233
source_1,JCP2022_013237
source_1,JCP2022_013241
source_1,JCP2022_013270
source_1,JCP2022_013277
source_1,JCP2022_013278
source_1,JCP2022_013283
source_1,JCP2022_013285
source_1,JCP2022_013286
source_1,JCP2022_013306
source_1,JCP2022_013332
source_1,JCP2022_013343
source_1,JCP2022_013349
source_1,JCP2022_013362
source_1,JCP2022_013363
source_1,JCP2022_013390
source_1,JCP2022_013405
source_1,JCP2022_013406
source_1,JCP2022_013407
source_1,JCP2022_013419
source_1,JCP2022_013458
source_1,JCP2022_013459
source_1,JCP2022_013464
source_1,JCP2022_013480
source_1,JCP2022_013486
source_1,JCP2022_013494
source_1,JCP2022_013498
source_1,JCP2022_013500
source_1,JCP2022_013513
source_1,JCP2022_013515
source_1,JCP2022_013518
source_1,JCP2022_013529
source_1,JCP2022_013530
source_1,JCP2022_013532
source_1,JCP2022_013599
source_1,JCP2022_013623
source_1,JCP2022_013632
source_1,JCP2022_013634
source_1,JCP2022_013635
source_1,JCP2022_013638
source_1,JCP2022_013645
source_1,JCP2022_013657
source_1,JCP2022_013663
source_1,JCP2022_013666
source_1,JCP2022_013681
source_1,JCP2022_013691
source_1,JCP2022_013699
source_1,JCP2022_013712
source_1,JCP2022_013723
source_1,JCP2022_013740
source_1,JCP2022_013751
source_1,JCP2022_013775
source_1,JCP2022_013781
source_1,JCP2022_013790
source_1,JCP2022_013793
source_1,JCP2022_013797
source_1,JCP2022_013804
source_1,JCP2022_013810
source_1,JCP2022_013811
source_1,JCP2022_013813
source_1,JCP2022_013837
source_1,JCP2022_013855
source_1,JCP2022_013858
source_1,JCP2022_013879
source_1,JCP2022_013885
source_1,JCP2022_013904
source_1,JCP2022_013910
source_1,JCP2022_013913
source_1,JCP2022_013915
source_1,JCP2022_013927
source_1,JCP2022_013929
source_1,JCP2022_013931
source_1,JCP2022_013953
source_1,JCP2022_013961
source_1,JCP2022_013967
source_1,JCP2022_013988
source_1,JCP2022_013991
source_1,JCP2022_014002
source_1,JCP2022_014006
source_1,JCP2022_014037
source_1,JCP2022_014041
source_1,JCP2022_014053
source_1,JCP2022_014063
source_1,JCP2022_014065
source_1,JCP2022_014066
source_1,JCP2022_014067
source_1,JCP2022_014076
source_1,JCP2022_014085
source_1,JCP2022_014090
source_1,JCP2022_014106
source_1,JCP2022_014109
source_1,JCP2022_014156
source_1,JCP2022_014172
source_1,JCP2022_014173
source_1,JCP2022_014177
source_1,JCP2022_014188
source_1,JCP2022_014197
source_1,JCP2022_014224
source_1,JCP2022_014228
source_1,JCP2022_014263
source_1,JCP2022_014287
source_1,JCP2022_014293
source_1,JCP2022_014329
source_1,JCP2022_014334
source_1,JCP2022_014337
source_1,JCP2022_014340
source_1,JCP2022_014348
source_1,JCP2022_014355
source_1,JCP2022_014373
source_1,JCP2022_014378
source_1,JCP2022_014403
source_1,JCP2022_014404
source_1,JCP2022_014413
source_1,JCP2022_014427
source_1,JCP2022_014439
source_1,JCP2022_014447
source_1,JCP2022_014450
source_1,JCP2022_014457
source_1,JCP2022_014459
source_1,JCP2022_014489
source_1,JCP2022_014531
source_1,JCP2022_014543
source_1,JCP2022_014554
source_1,JCP2022_014575
source_1,JCP2022_014577
source_1,JCP2022_014586
source_1,JCP2022_014588
source_1,JCP2022_014602
source_1,JCP2022_014605
source_1,JCP2022_014613
source_1,JCP2022_014623
source_1,JCP2022_014633
source_1,JCP2022_014653
source_1,JCP2022_014657
source_1,JCP2022_014660
source_1,JCP2022_014694
source_1,JCP2022_014717
source_1,JCP2022_014721
source_1,JCP2022_014729
source_1,JCP2022_014733
source_1,JCP2022_014735
source_1,JCP2022_014745
source_1,JCP2022_014759
source_1,JCP2022_014779
source_1,JCP2022_014792
source_1,JCP2022_014796
source_1,JCP2022_014799
source_1,JCP2022_014815
source_1,JCP2022_014821
source_1,JCP2022_014822
source_1,JCP2022_014828
source_1,JCP2022_014836
source_1,JCP2022_014842
source_1,JCP2022_014843
source_1,JCP2022_014857
source_1,JCP2022_014864
source_1,JCP2022_014865
source_1,JCP2022_014874
source_1,JCP2022_014877
source_1,JCP2022_014881
source_1,JCP2022_014895
source_1,JCP2022_014900
source_1,JCP2022_014905
source_1,JCP2022_014911
source_1,JCP2022_014925
source_1,JCP2022_014932
source_1,JCP2022_014942
source_1,JCP2022_014949
source_1,JCP2022_014984
source_1,JCP2022_014986
source_1,JCP2022_015000
source_1,JCP2022_015001
source_1,JCP2022_015025
source_1,JCP2022_015030
source_1,JCP2022_015033
source_1,JCP2022_015038
source_1,JCP2022_015045
source_1,JCP2022_015050
source_1,JCP2022_015069
source_1,JCP2022_015070
source_1,JCP2022_015071
source_1,JCP2022_015072
source_1,JCP2022_015076
source_1,JCP2022_015085
source_1,JCP2022_015101
source_1,JCP2022_015105
source_1,JCP2022_015120
source_1,JCP2022_015124
source_1,JCP2022_015127
source_1,JCP2022_015139
source_1,JCP2022_015144
source_1,JCP2022_015157
source_1,JCP2022_015160
source_1,JCP2022_015166
source_1,JCP2022_015175
source_1,JCP2022_015185
source_1,JCP2022_015199
source_1,JCP2022_015211
source_1,JCP2022_015224
source_1,JCP2022_015247
source_1,JCP2022_015250
source_1,JCP2022_015273
source_1,JCP2022_015275
source_1,JCP2022_015283
source_1,JCP2022_015288
source_1,JCP2022_015305
source_1,JCP2022_015317
source_1,JCP2022_015324
source_1,JCP2022_015334
source_1,JCP2022_015336
source_1,JCP2022_015342
source_1,JCP2022_015345
source_1,JCP2022_015346
source_1,JCP2022_015347
source_1,JCP2022_015359
source_1,JCP2022_015365
source_1,JCP2022_015376
source_1,JCP2022_015382
source_1,JCP2022_015396
source_1,JCP2022_015400
source_1,JCP2022_015410
source_1,JCP2022_015419
source_1,JCP2022_015434
source_1,JCP2022_015449
source_1,JCP2022_015460
source_1,JCP2022_015468
source_1,JCP2022_015477
source_1,JCP2022_015478
source_1,JCP2022_015479
source_1,JCP2022_015492
source_1,JCP2022_015501
source_1,JCP2022_015506
source_1,JCP2022_015514
source_1,JCP2022_015529
source_1,JCP2022_015546
source_1,JCP2022_015564
source_1,JCP2022_015569
source_1,JCP2022_015579
source_1,JCP2022_015609
source_1,JCP2022_015625
source_1,JCP2022_015628
source_1,JCP2022_015630
source_1,JCP2022_015643
source_1,JCP2022_015649
source_1,JCP2022_015655
source_1,JCP2022_015673
source_1,JCP2022_015699
source_1,JCP2022_015726
source_1,JCP2022_015740
source_1,JCP2022_015761
source_1,JCP2022_015770
source_1,JCP2022_015774
source_1,JCP2022_015781
source_1,JCP2022_015796
source_1,JCP2022_015798
source_1,JCP2022_015803
source_1,JCP2022_015822
source_1,JCP2022_015845
source_1,JCP2022_015846
source_1,JCP2022_015872
source_1,JCP2022_015873
source_1,JCP2022_015876
source_1,JCP2022_015894
source_1,JCP2022_015896
source_1,JCP2022_015912
source_1,JCP2022_015915
source_1,JCP2022_015929
source_1,JCP2022_015935
source_1,JCP2022_015938
source_1,JCP2022_015947
source_1,JCP2022_015950
source_1,JCP2022_015960
source_1,JCP2022_015969
source_1,JCP2022_015973
source_1,JCP2022_015977
source_1,JCP2022_015983
source_1,JCP2022_016012
source_1,JCP2022_016014
source_1,JCP2022_016019
source_1,JCP2022_016025
source_1,JCP2022_016038
source_1,JCP2022_016054
source_1,JCP2022_016061
source_1,JCP2022_016063
source_1,JCP2022_016067
source_1,JCP2022_016079
source_1,JCP2022_016088
source_1,JCP2022_016091
source_1,JCP2022_016095
source_1,JCP2022_016101
source_1,JCP2022_016102
source_1,JCP2022_016114
source_1,JCP2022_016128
source_1,JCP2022_016134
source_1,JCP2022_016145
source_1,JCP2022_016166
source_1,JCP2022_016181
source_1,JCP2022_016189
source_1,JCP2022_016192
source_1,JCP2022_016196
source_1,JCP2022_016212
source_1,JCP2022_016246
source_1,JCP2022_016268
source_1,JCP2022_016270
source_1,JCP2022_016282
source_1,JCP2022_016287
source_1,JCP2022_016291
source_1,JCP2022_016310
source_1,JCP2022_016319
source_1,JCP2022_016335
source_1,JCP2022_016338
source_1,JCP2022_016345
source_1,JCP2022_016365
source_1,JCP2022_016377
source_1,JCP2022_016397
source_1,JCP2022_016405
source_1,JCP2022_016411
source_1,JCP2022_016412
source_1,JCP2022_016416
source_1,JCP2022_016418
source_1,JCP2022_016420
source_1,JCP2022_016430
source_1,JCP2022_016442
source_1,JCP2022_016444
source_1,JCP2022_016459
source_1,JCP2022_016460
source_1,JCP2022_016465
source_1,JCP2022_016474
source_1,JCP2022_016476
source_1,JCP2022_016488
source_1,JCP2022_016513
source_1,JCP2022_016523
source_1,JCP2022_016529
source_1,JCP2022_016532
source_1,JCP2022_016546
source_1,JCP2022_016563
source_1,JCP2022_016570
source_1,JCP2022_016582
source_1,JCP2022_016583
source_1,JCP2022_016585
source_1,JCP2022_016588
source_1,JCP2022_016601
source_1,JCP2022_016610
source_1,JCP2022_016618
source_1,JCP2022_016624
source_1,JCP2022_016625
source_1,JCP2022_016649
source_1,JCP2022_016689
source_1,JCP2022_016696
source_1,JCP2022_016711
source_1,JCP2022_016715
source_1,JCP2022_016718
source_1,JCP2022_016719
source_1,JCP2022_016733
source_1,JCP2022_016756
source_1,JCP2022_016760
source_1,JCP2022_016776
source_1,JCP2022_016779
source_1,JCP2022_016796
source_1,JCP2022_016802
source_1,JCP2022_016812
source_1,JCP2022_016817
source_1,JCP2022_016830
source_1,JCP2022_016837
source_1,JCP2022_016841
source_1,JCP2022_016846
source_1,JCP2022_016853
source_1,JCP2022_016862
source_1,JCP2022_016865
source_1,JCP2022_016871
source_1,JCP2022_016877
source_1,JCP2022_016896
source_1,JCP2022_016929
source_1,JCP2022_016941
source_1,JCP2022_016953
source_1,JCP2022_016959
source_1,JCP2022_017015
source_1,JCP2022_017025
source_1,JCP2022_017042
source_1,JCP2022_017043
source_1,JCP2022_017045
source_1,JCP2022_017049
source_1,JCP2022_017054
source_1,JCP2022_017063
source_1,JCP2022_017090
source_1,JCP2022_017102
source_1,JCP2022_017105
source_1,JCP2022_017110
source_1,JCP2022_017119
source_1,JCP2022_017122
source_1,JCP2022_017141
source_1,JCP2022_017150
source_1,JCP2022_017163
source_1,JCP2022_017180
source_1,JCP2022_017189
source_1,JCP2022_017196
source_1,JCP2022_017230
source_1,JCP2022_017233
source_1,JCP2022_017238
source_1,JCP2022_017241
source_1,JCP2022_017257
source_1,JCP2022_017264
source_1,JCP2022_017289
source_1,JCP2022_017295
source_1,JCP2022_017303
source_1,JCP2022_017313
source_1,JCP2022_017326
source_1,JCP2022_017336
source_1,JCP2022_017339
source_1,JCP2022_017343
source_1,JCP2022_017356
source_1,JCP2022_017383
source_1,JCP2022_017394
source_1,JCP2022_017418
source_1,JCP2022_017423
source_1,JCP2022_017438
source_1,JCP2022_017457
source_1,JCP2022_017463
source_1,JCP2022_017473
source_1,JCP2022_017491
source_1,JCP2022_017506
source_1,JCP2022_017520
source_1,JCP2022_017530
source_1,JCP2022_017534
source_1,JCP2022_017541
source_1,JCP2022_017544
source_1,JCP2022_017557
source_1,JCP2022_017561
source_1,JCP2022_017564
source_1,JCP2022_017574
source_1,JCP2022_017584
source_1,JCP2022_017589
source_1,JCP2022_017593
source_1,JCP2022_017595
source_1,JCP2022_017612
source_1,JCP2022_017615
source_1,JCP2022_017635
source_1,JCP2022_017644
source_1,JCP2022_017648
source_1,JCP2022_017652
source_1,JCP2022_017653
source_1,JCP2022_017655
source_1,JCP2022_017661
source_1,JCP2022_017670
source_1,JCP2022_017676
source_1,JCP2022_017697
source_1,JCP2022_017699
source_1,JCP2022_017708
source_1,JCP2022_017709
source_1,JCP2022_017724
source_1,JCP2022_017731
source_1,JCP2022_017759
source_1,JCP2022_017765
source_1,JCP2022_017766
source_1,JCP2022_017767
source_1,JCP2022_017770
source_1,JCP2022_017773
source_1,JCP2022_017790
source_1,JCP2022_017798
source_1,JCP2022_017805
source_1,JCP2022_017812
source_1,JCP2022_017813
source_1,JCP2022_017840
source_1,JCP2022_017850
source_1,JCP2022_017866
source_1,JCP2022_017894
source_1,JCP2022_017902
source_1,JCP2022_017903
source_1,JCP2022_017907
source_1,JCP2022_017910
source_1,JCP2022_017911
source_1,JCP2022_017919
source_1,JCP2022_017920
source_1,JCP2022_017935
source_1,JCP2022_017945
source_1,JCP2022_017953
source_1,JCP2022_017967
source_1,JCP2022_017968
source_1,JCP2022_017990
source_1,JCP2022_017998
source_1,JCP2022_017999
source_1,JCP2022_018004
source_1,JCP2022_018009
source_1,JCP2022_018010
source_1,JCP2022_018015
source_1,JCP2022_018018
source_1,JCP2022_018023
source_1,JCP2022_018027
source_1,JCP2022_018028
